input,output,field,paper_name
在课外或艺术活动中，培养中小学生表现美和创造美的能力，首先需通过丰富他们的经验感知来实现。例如，学生在观赏美术作品时，会从其内容、色彩与构图等方面获得视觉体验，进而形成个人的理解与评估。教师可以通过组织学生分析和比较作品，利用艺术活动作为教学手段，不仅能增强学生的情境感知，还能提升其作品鉴赏能力。其次，提升学生的审美品格至关重要。自古以来，我国教育体系便强调审美教育在陶冶个人品格方面的作用。审美品格被视为个人价值观的重要体现，而中小学生良好审美品格的形成，不仅得益于艺术氛围的熏陶，也离不开教师的有效引导。一旦学生具备了良好的审美品格，他们便能够主动而有意识地分辨低俗与高雅的审美文化，从而建立起自己的审美价值判断体系，这将促使他们选择表现美和创造美的具体行为与方式。,在课外或艺术活动中，培育中小学生表现美和创造美的能力，首先是，丰富他们的经验感知。如，学生在观赏美术作品时，会从作品的内容，色彩，组成等方面获得视觉感知，并形成对作品自己的理解和判断。教师可以组织学生，分析和比较审美活动中的作品，以艺术活动进行教学，这样不仅可以增强学生的情境感受，可以丰富他们对作品感知力。其次是，提升学生的审美品格;我国从古代开始就注重以教育来陶冶个人的品格，审美品格犹如个人的价值体现。中小学生良好审美品格养成，离不开艺术氛围的熏陶，也离不开教师的正确引导。当学生形成了良好的审美品格后，便可以主动的，有意识的甄别低俗或高雅的审美文化，形成自己独特审美价值判断，这样，学生也能够选择表现美和创造美的行为和方式。,教育学,基于杜威经验美学的中小学生审美素养培育研究
通过观察发现，班级后两排的学生中，存在较多发呆或做出小动作的现象。通过对这些行为持续时间的比较分析，笔者得出结论：杨帆同学表现出最显著的行为特征。相比而言，其他同学仅偶尔会出现发呆或小动作的情况。而这些行为通常会在黄思老师课堂语言声调的变化或课堂情境的不同影响下得以改善，迅速回归课堂学习状态。相反，杨帆则会持续沉溺于自己的思绪中，能够完全无视外界的变化。杨帆的行为表现多为长时间低头或凝视窗外发呆，并伴随着频繁的打哈欠，同时也伴随着持续不断的各类小动作。这种行为特征已在笔者对二年级进行的第二次课堂观察中的调研日志中做了详尽的记录和描述。,"表面上看去，班级后两排学生中有发呆和小动作的人数比较多，于是笔者通过比较发呆和小动作的持续时间得出:杨帆""拔得头筹""。其他同学只是间歇性的发呆和小动作, 但是随着黄思老师课堂语言音调或者课堂情境的变化，几乎都能做到脱离游离状态，短时间回归课堂。但是杨帆几乎深深沉迷于自己的世界，不为外界因素打扰。除了经常性的低头或者望向窗外发呆并伴随着打哈欠，便是无止境的小动作。这种表现在笔者第二次对二年级进行课堂观察时所记录的调研目志中描述得很详尽。",教育学,乡村小学“边缘”学生困境研究——对广西一所村小“边缘”学生的个案研究
沥青混凝土衬砌可根据施工方法分为现浇和预制两种形态。在低温环境下，此类衬砌展现出一定的柔性，并具备较强的适应冻胀变形的能力。沥青混凝土裂缝的产生主要归因于施工期间的操作不当，然而，在冻深较大、冻胀性显著的强冻胀土渠道中，因渠床不均匀冻胀变形过大亦可导致裂缝出现，或者在低温条件下由于收缩而引发裂缝，从而造成渗漏水损失。,沥青混凝土衬砌按施工方法可分现浇和预制两种。在低温条件下这种衬砌具有一定的柔性，适应冻胀变形能力较强。沥青混凝土的裂缝一般都是由于施工期间施工方法不当引起的，但在冻深较深、冻胀性较大的强冻胀土渠道，也会因渠床不均匀冻胀变形过大而产生裂缝，或者在低温下产生收缩裂缝，造成渗水损失。,工学,大尺度弧底梯形渠道冻胀破坏机理的再剖析
冰温效应理论是指在组织冰点至接近0℃（OC-）的温度范围内，食品物料能够保持其生理活性状态而未完全冻结的现象，这一过程中食品的营养成分与风味得以良好保存。生物细胞中普遍溶解着多糖、有机酸、矿物质、氨基酸及可溶性蛋白质等多种物质，这些成分的存在导致细胞液的冰点通常位于-0.5℃至-2.5℃之间，使得0℃条件下细胞液不会发生冻结。此外，细胞内部含有多种天然高分子及其相互交联形成的网状结构，这些结构对水分子的自由移动和相邻聚集形成一定阻碍，进而引发冻结回避效应。与此同时，在低温环境下，水分子的扩散与迁移能力相对减弱。,"(2) 冰温效应理论:冰温效应是指在 OC-组织冰点这一温度范围，食品物料维持鲜活状态, 组织未被冻结，营养和风味保持良好的现象。生物细胞中溶解了多糖、有机酸、矿物质、氨基酸、 可溶性蛋白质等许多成分，因而细胞液冰点一般在-0.5℃~-2.5℃之间,0℃不会结冰。而且细胞中的各种天然高分子物质及它们的复合物以及空间网状结构存在，使水分子的移动和相互接近受到一定阻碍而产生冻结回避。同时低温下水分子的扩散，迁移能力有所减弱。",工学,冷却方式对羊胴体成熟期间主要理化性质及食用品质的影响
本研究针对冀中能源峰峰集薛村矿14093综采工作面在孤岛工作面开采中的相关问题开展了深入探讨，具体包括孤岛工作面开采过程中采空区顶板和底板的位移与应力变化、两侧采区护巷煤柱的应力变化和变形特征，以及周围岩体的变形现象。根据相关研究报告[7]，由于冀中能源薛村矿14093综采工作面周围已经形成了采空区，导致工作面承受巨大的矿山压力，从而引发片帮、巷道底鼓以及底板沉降等一系列问题[0]，这些现象显著影响了采区的整体稳定性。孤岛工作面开采区域内岩体处于高应力集中状态，存在覆岩破坏的风险。随着孤岛工作面的不断推进，工作区围岩的稳定性受到显著影响，因此，首先需要对孤岛工作面开采过程中围岩的断裂破坏机制进行分析研究。随着开采进度的推进，孤岛工作面周围岩体受力持续增大，导致破坏程度逐渐加深[10]。在孤岛工作面开采期间，冲击地压现象时有发生。为系统研究孤岛工作面两侧采空区及孤岛工作面采空区围岩的变化规律，本研究采用相似模拟实验技术，通过建立孤岛工作面开采的相似模型进行对比测试，并利用数值模拟软件建立孤岛工作面的数值模型。通过数值模拟软件模拟开采过程，深入探讨了孤岛工作面两侧采空区、两侧巷道及保护煤柱的应力变化规律。,"结合冀中能源峰峰集薛村矿 14093 回采工作面对孤岛工作面开采进行深入研究，包括孤岛工作面开采过程中采空区的顶板底板的位移变化和应力变化，孤岛工作面开采过程中采区两侧护巷煤柱的应力变化和变形以及采区周围岩体的变形等[7,冀中能源薛村矿 14093 孤岛工作面，由于工作面周围均已采空，工作面受到极大的矿山压力，因此会出现采煤工作面的片帮现象，回采巷道的底鼓，上项下沉现象比较剧烈[0],对采区的影响很大，孤岛工作面开采区域一定范围内的媒体处在高应力集中的状态，孤岛工作面的覆岩受到了一定的破坏，在孤岛工作面推进讨程中工作区的围岩将会受到极大的影响，所以应首先分析孤岛工作面开采过程中围岩的断裂破坏，在孤岛工作面开采过程中，围岩受到的应力不断加大，围岩的破坏逐渐明显10,并且在孤岛工作面开采过程中会伴随着冲击地压现象的发生, 通过相似模拟实验，对两侧采空孤岛工作面开采的过程进行相似模拟，借此来对比研究分析孤岛工作面开采过程中孤岛工作面两侧采空区和孤岛工作面采空区围岩的变化规律，通过数值模拟软件建立孤岛工作面模型[10],通过数值模拟软件模型的开采过程，研究分析孤岛工作面两侧采空区，孤岛工作面两侧巷道，保护煤柱等应力变化规律。",工学,孤岛工作面覆岩结构破坏与矿压显现规律研究
海参因其种类和来源的多样性，生活在不同的海域和环境中，摄取的食物种类也各异，从而导致其营养价值和功效存在显著差异。随着市场上海参种类的日益丰富，加之同一品种但不同产地的海参价格差距显著，消费者的选购过程变得复杂。目前，利用现代科学技术对海参进行品种鉴定与分类，分离其生物活性成分并从中探索和开发新药，以及加工功能性食品，已成为海参深度开发与利用的重要方向。,不同种类和来源的海参，由于生活的海域、环境不同，所摄食物各异. 其营养价值和功效存有差异。近年来，市面上海参种类繁多，且不同种、 不同产地海参市场价格差异较大，给消费者的选择做成了混乱。目前运用现代科学技术对海参品种鉴定与分类、分离海参生物活性物质并从中寻找和开发新药，以及加工功能性食品已经成为海参深度开发利用的重要方向。,农林牧,海参胶原蛋白多肽抗氧化活性的研究
本人郑重声明，所提交的学位论文是在导师的指导下进行的研究工作及取得的研究成果之汇总。除文中特别标注并致谢的部分外，论文内容不包含任何其他人已发表或撰写的研究成果，亦不包含为获取天津大学或其他教育机构学位或证书而使用过的材料。与本人合作的同志对本研究作出的任何贡献均已清楚地在论文中阐明并表示感谢。,本人声明所呈交的学位论文是本人在导师指导下进行的研究工作和取得的研究成果，除了文中特别加以标注和致谢之处外，论文中不包含其他人已经发表或撰写过的研究成果，也不包含为获得天津大学或其他教育机构的学位或证书而使用过的材料。与我一同工作的同志对本研究所做的任何贡献均已在论文中作了明确的说明并表示了谢意。,生物,人源化单链抗体噬菌体库的构建及抗TNF-α抗体的筛选
在本节中，我们探讨了腔光磁力系统中力学振子于不可分辨边带条件下实现基态冷却的机制。研究的第一步是从系统有效哈密顿量出发，通过解析计算推导出力学振子的速率方程及稳态声子数的解析表达式。值得注意的是，由速率方程得到的稳态声子数表达式依赖于特定条件：首先，磁力应与机械共振频率的耦合强度较为微弱即满足\( G \ll \omega_m \)；其次，演化过程需延续至系统达到稳态，即演化时间充分长。,在这一章节中，我们研究了腔光磁力系统中力学振子在不可分辨边带条件下实现基态冷却。首先，从系统的有效哈密顿量出发，通过解析计算得出力学振子的速率方程和稳态声子数的表达式。这里需要注意的是由速率方程得到的稳态声子数的表达式是有适应条件的:1)磁力弱耦合G ≪ωm。2)演化时间足够长，即系统趋于稳态。,物理,光磁力系统的电磁诱导透明及声子冷却
相似于3.3.1节中的描述，隧道围岩及注浆加固圈均采用Morh-Coulomb理想弹塑性模型进行模拟。具体而言，拱墙砂浆锚杆通过锚（cable）单元进行模拟；钢拱架加网喷初期支护则采用壳（shell）单元模拟；临时钢支撑利用梁（beam）单元进行模拟；二次衬砌采用理想弹性模型进行模拟；开挖单元则选用Null Model模型进行模拟。渗流模型采用各向同性渗流模型，孔隙水压力根据设定的空间水平面自动生成。,"同 3.3.1,隧道围岩及注浆加固圈均采用 Morh-Coulomb 理想弹塑性模型模拟:拱墙砂浆锚杆采用锚(cable)单元模拟;钢拱架+网喷初期支护采用壳(shell) 单元模拟:临时钢支撑采用梁(beam)单元模拟;二次衬砌采用理想弹性模型模拟; 开挖单元采用 Null Model 模型模拟。渗流模型采用各向同性渗流模型，孔隙水压力由设置空间水平面自动生成。",工学,渗流效应下隧道围岩弹塑性分析及施工优化研究
"Current methodologies for prenatal paternity testing rely on invasive sampling techniques to acquire fetal DNA. Notably, these procedures are characterized by limited temporal windows for sampling and pose a non-negligible risk of inducing miscarriage. Given these challenges, there is a compelling necessity to develop non-invasive prenatal paternity testing methods, particularly in cases of sexual assault where pregnancy ensues. This study investigates the feasibility of non-invasive prenatal paternity testing through the analysis of short tandem repeat (STR) and single nucleotide polymorphism (SNP) markers in maternal plasma. The research is structured into three principal components as outlined below:","Current prenatal paternity testing depends on invasive sampling in order to obtain the fetal DNA information. Besides, this method has limited sampling time and carries a certain risk of miscariage. However, it is neccssary to develop a noninvasive prenatal paternity testing method especially in rape with pregnant cases. This study used STR and SNP typing in maternal plasma in order to evaluate the possibility of noninvasive prenatal paternity testing. The study contained three main parts as following:",生物,STR及SNP分型技术在无创产前亲子鉴定中的应用
根据表 1-1 所示，尽管新加坡在 BIM 技术的推广应用方面不及韩国成熟，但仍然排名亚洲前列。2012年，新加坡建筑管理署发布了《新加坡 BIM 指南》[14]，此举使新加坡成为继韩国之后第二个正式出台 BIM 标准的国家。相比之下，当 BIM 技术尚未引入日本时，该国已具备相对成熟的施工技术、管理方法及信息技术。因此，在 BIM 技术被引入日本后，迅速得到了广泛的推广。经过近十年的发展，日本目前已跻身于 BIM 技术应用最为广泛的国家行列。,"由表 1-1 可以看出，新加坡在 BIM 技术推广应用方面虽不及韩国成熟，但也走在了亚洲的前列。2012年新加坡建筑管理署发布了《Singapore BIM Guide》,此举动让新加坡成为了第二个正式发布 BIM 标准的国家[14]。在 BIM 技术还未出现在日本的时候，目本的施工技术，管理方法，以及信息技术就相对成熟。所以当 BIM 技术被日本引入之后，就得到了快速的推广。BIM 技术在日本经过近 10年的发展, 进而使得日本成为了 BIM 技术应用最广泛的国家之一。",工程,BIM Technology in Construction Quality Control
德国美学家席勒在其著作中首次提出了美育的独立概念，界定美育为通过美学手段作用于人性以引导个体发展的教育模式。席勒认为，美育能够调和感性与理性，进而推动个人全面发展，实现自由状态。此外，席勒强调美育具备健康性、审美性、道德性、趣味性和和谐性等多重特质。在蔡元培先生的教育理念中，美育作为“五育”之一占据重要地位。蔡元培主张，教育应当着重培养个体健全的人格及丰富的情感。根据蔡元培的观点，美育不仅蕴含自由、进步和普及的理想特性，更是促进人格健康成长的关键教育手段。蔡元培进一步阐述道，美育作用于教育领域是为了运用美学的知识与理论来实现其内在的情感价值。,"德国美学家席勒曾提出美育的独立概念，认为美育是利用美的途径对人性加以影响的教育，能使感性和理性得到融合，从而对人的发展加以影响，实现人的自由。席勒认为美育是健康的，有审视力的，是道德的，有趣味性的，更是和谐的。蔡元培对美育的定义表现在""五育并举""中，认为个人不仅要具有健全的人格, 还要有丰富的情感，蔡元培指出美育是自由的、进步的、普及的，是促进人格发展的健康的教育。蔡元培认为美育就是要运用美学知识和理论于教育，要体现美育的情感价值""。",教育学,高校美育实践、困境及改进策略研究——基于两所大学的比较分析
1980年至2015年间，南四湖流域的整体生境质量维持在较低水平。近35年间，该区域快速发展的工农业生产及城市用地的不断扩张显著影响了流域内的生境质量，导致其呈现下降趋势。由于各地区人类环境保护力度及人类活动强度的差异，生境质量指数在空间上表现出西部平原区＜东部丘陵山区＜南四湖湖区的格局。研究区内城市和工业用地的持续扩张破坏了原有的生境，成为了生境质量指数下降的主要因素。不同地形类型的生境质量指数表现如下：山地 > 台地 > 丘陵 > 平原，其相应的平均生境质量指数分别为0.49、0.31、0.28和0.18。相关分析结果显示，南四湖流域内生境质量与城市扩张之间存在最为显著的负相关关系，相关系数达-0.974。,(2) 南四湖流域 1980-2015 年间的整体生境质量处于较低水平，近 35 年来快速发展的工农业生产和不断扩张的城市用地导致流域生境质量呈下降趋势。人类环境保护力度的不同和人类活动刷烈程度的差异导致生境质量指数在空间上呈现出西部平原区<东部丘陵山区<南四湖湖区的分布特征。研究区内城市和工业面积的不断扩张破坏了原有生境，成为生境质量指数降低的主要因素。不同地形的生境质量指数呈现出山地>台地>丘陵>平原的特征，平均生境质量指数分别为 0.49、0.31、0.28 和 0.18。相关分析表明，南四湖流域生境质量与城市的负相关性最大，达到-0.974。,生物,基于InVEST模型的南四湖流域生物多样性评价与保护研究
本文中仅讨论了两片墙体，W6-1和W8-3的裂缝主要集中在两端加腋之间的转换梁区域，且此类裂缝多为偏拉应力作用下产生的弯曲斜裂缝。鉴于竖向荷载较大，W8-3的转换梁在跨中的弯曲裂缝尤为显著，而墙体和柱体上的裂缝数量也相应增加。由于跨中位置设置了剪力墙，导致该段转换梁承受巨大的剪切力，从而使得W11-1的转换梁发生严重的剪切破坏。相比之下，W11-5的竖向荷载较小，加之其他多重因素的影响，导致转换梁的实际承载能力超出预期，使得柱体在转换梁之前发生屈服，最终遭受严重的剪切破坏，而转换梁仅展现出由偏拉应力引发的斜裂缝，墙体上亦无明显裂缝显现。W11-6的转换梁同样存在剪切裂缝和斜裂缝，其中以中段墙体上的交叉斜裂缝最为严重，最终该段墙体率先失去承载能力而破坏。,"上面只有两片墙, W6-1 和 W8-3 的裂缝主要分布在两端加腋之间的转换梁上, 且转换梁上出现的大多都是偏拉作用所致的弯曲斜裂缝。由于竖向荷载大,W8-3 转换梁跨中段的弯曲裂缝更严重，墙和柱上的裂缝也更多些。由于跨中布置了一片剪力墙，转换梁因此受很大的剪力，所以 W11-1 的转换梁受剪切破坏严重。竖向荷载较小，以及由于多个因素造成转换梁过强,W11-5 出现了柱子先于转换梁发生屈服，所以柱子受到严重的剪切破坏，转换梁只有一些偏拉形成的斜裂缝, 墙上裂缝也不多。W11-6 转换梁上出现一些剪切裂缝和斜裂缝，中间墙上的交叉斜裂缝最为严重，最后也是中间墙肢破坏，失去承载力。",工学,基于有限元分析的短肢剪力墙加腋梁式转换结构抗震试验研究
沉淀-络合反应原理能够很好地解释无机防水剂的再修复机制，该原理认为结晶体的生成过程不会消耗活性物质。然而，这一原理的提出也引发了新的疑问，尤其是关于结构中大量钙离子与硅酸根离子以及多种活性基因之间的反应顺序问题。如何确保钙离子优先与活性基团反应而非先与硅酸根离子结合形成水化硅酸钙（CSH）凝胶，成为亟待解决的关键问题。,沉淀-络合反应原理能很好解释无机防水剂的再修复作用，认为生成结晶体的过程不会消耗活性物质，但同时又存在着新的疑问，如结构中大量的钙离子与硅酸根离子及防水几种活性基因反应的顺序问题，怎么样保证钙离子先于活性基团发生反应而不是与硅酸根先生成 CSH 凝胶等。,工学,水性渗透型无机防水剂对防水混凝土性能影响研究
请参阅陈家刚的《全球化时代的新制度主义》，刊载于《马克思主义与现实》2003年第6期。关于新制度主义方法的详细介绍，可参考朱德米的《新制度主义政治学的兴起》，发表于《复旦学报(社会科学版)》2001年第3期。,"<sup>®</sup>参见陈家刚: 《全球化时代的新制度主义》, 《马克思主义与现实》2003 年第 6 期。 @关于新制度主义方法的介绍可参见朱德米:《新制度主义政治学的兴起》,《复旦学报(社会科学版) 》2001 年第3期。",法学,Administrative Litigation Methods
"学术改写  The formation energies of oxygen vacancies are studied by selecting specific sites for analysis. O2c-p1, O2p-2, O2p-3, and O2p-4 are chosen to investigate the formation energies of individual oxygen vacancies, as illustrated in Figures 2a, 2e, 2f, and 2g, respectively. Additionally, the O sites connected to M (Ozc, Osc¹, O3c2, and O3c3) are also selected for computational analysis, given that the presence of M atoms at the sites depicted in Figure 4.5a-d can reduce the formation energies of oxygen vacancies. The outcomes of the individual oxygen vacancy formation energy computations are summarized in Table 4.5. It is evident that, on both M-doped and undoped surfaces, the oxygen vacancy formation energy of O2cp1 is lower than that of the other configurations, possibly due to its role as an outermost ""bridge oxygen"" atom [19]. Furthermore, the oxygen vacancy formation energies on M-doped surfaces are lesser than those on undoped surfaces, likely because the M doping induces a local charge imbalance, resulting in the formation of oxygen vacancy states [20]. Among the O2c atoms, the O2c-p1 site adjacent to the M atom may be a critical configuration for lowering the oxygen vacancy formation energy. Zn-doped and Ni-doped TiO2 surfaces exhibit negative oxygen vacancy formation energies at the O2c.p1 site, indicating that oxygen vacancies are more likely to form (or even spontaneously). Consequently, the sequence of determining the individual oxygen vacancy formation energies is as follows: Zn-doped surface < Ni-doped surface < Cu-doped surface < undoped surface.","的氧空位形成能。因此，选择 O2c-p1、O2p-2、O2p-3 和 O2p-4 来研究单个氧空位形成能，分别如图 2a,2e,2f 和 2g 所示。另外, M 连接的 O 位点(Ozc、 Osc¹、 O3c2 和 O3c3)也被选择进行计算，因为在图 4.5a-d 所示的位点上存在 M 原子可以降低氧空位形成能。单个氧空位形成能量计算的结果如表 4.5 所示。显然，在 M 掺杂和未掺杂表面上,O2cp1 的氧空位形成能量小于其他能量，这可能是因为 O2cp1 用作最外层的""桥接氧""原子[19]。另外,M 掺杂表面的氧空位形成能量小于未掺杂表面的氧空位形成能量，这可能是因为 M 掺杂产生局部电荷不平衡，导致形成氧空位状态[20]。与其他 O2c 原子相比,M 原子旁边的 O2c-p1 可能是降低氧空位形成能的重要构型。Zn 掺杂和 Ni 掺杂的 TiO2 在 O2c.p1 上具有负的氧空位形成能，表明氧空位容易(或甚至自发地)形成。因此，确定单个氧空位形成能量具有以下顺序:Zn 掺杂的表面<Ni 掺杂的表面<Cu 掺杂的表面<未掺杂表面。",物化生,Photothermal Catalysis H2O CO2 Fuel
强度瑜伽作为一种针对癌症相关疲劳的干预措施，已被证明是安全有效的。研究表明，步行训练对老年肺癌患者的乏力症状具有显著改善作用，并能提高他们的生活质量。系统性综述和荟萃分析结果显示，有氧运动能够有效控制癌症相关疲劳（CRF），尤其是对于尚未接受或已完成抗癌治疗的患者。此外，运动疗法被认为是一种有前途的非药物干预手段，能够帮助缓解CRF。然而，现实中癌症幸存者对运动疗法的依从性往往较低，且缺乏专业的医学指导，这限制了运动疗法在控制CRF方面的实际应用效果。因此，有必要进一步探讨和改进运动疗法的实施策略，以更好地满足癌症幸存者的需求，提升他们的生活质量。,"强度瑜伽[3]对于癌症相关性疲乏也是可行的，安全有效的。步行训练[22可有效改善老年肺癌乏力，提高生活质量。在一项荟萃分析中[33]总结了有氧运动可以有效地控制 CRF,特别对于未接受或己完成抗癌治疗的患者。但往往实际上癌症生存者对运动疗法的依从性较差，并且缺乏正确的医学指导，所以运动疗法对 CRF 的实践有待进一步商榷。",医学,Yam Ball Study
式中：h 表示对流与辐射综合换热系数，其中对流换热的情形可视为风速 v 等于零时的自然对流现象；T 则代表截面内部的空气温度。观测数据表明，封闭截面内部的空气温度在一天之内波动较小，变化幅度通常在1-3摄氏度之间。在缺乏实测数据的情况下，可将封闭截面内部的温度设定为外界大气的日平均温度再加1.5摄氏度。,"式中: h 为对流和辐射综合换热系数，对流换热可视为风速 v=0的自然对流, T 为截面内部的空气温度，很多观测数据证明，封闭截面内部的空气温度在一天内变化很小，幅度在 1-3°左右，当缺乏实测数据时，封闭截面内部的温度可以取为截面外侧大气日平均温度加 1.5°。",工学,混凝土箱梁和空心高墩温度场及温度效应研究
本项研究中方向性测试结果显示P值为0.001，表明研究时间段内非洲猪瘟的传播存在显著的方向性特征。具体而言，传播方向的平均角度测量为197.696°，方向集中度为0.273854。综合以上结果，可推断非洲猪瘟在此期间主要沿东北向西南方向扩散（详见图3-6）。,"方向测试的结果 P=0.001,具有统计学意义，说明非洲猪瘟在研究时间段内的传播是定向传播。方向平均角度为 197.696°,角集中度是 0.273854。结果说明非洲猪瘟的传播方向为东北向西南方向(图3-6)。",农林牧,中国大陆非洲猪瘟时空流行特征及传播风险研究
本文旨在探讨符号与其所指对象之间的关系，该关系被视为符号意义生成过程中的语义维度，并表示为“Dsem”。这一维度的研究领域被称为语义学（semantics）。此外，研究者亦可关注符号与解释者之间的互动，这种互动关系则定义为符号意义生成过程中的语用维度，并用“Dp”表示。对该维度的研究则归属于语用学（pragmatics）。,"我们可以研究符号与其所适用的对象之间的关系。这种关系将被叫做符号意指过程的语义维度，用""Dsem""这个符号来表示。对这一维度的研究将被叫做语义学(semantics)。或者研究的主题可以是符号与解释者之间的关系，这一关系将被叫做符号意指过程的语用维度，用""Dp""表示。对这一维度的研究将被命名为语用学(pragmatics)。",人文,Morris Semiotics Research
仿真结果表明，原始的 Gmapping 算法在建图效果方面表现不佳，而经过改进的 Gmapping 算法则展现出显著优越性。改算法生成的地图边缘清晰、准确，无滑移、重叠及匹配错误等现象，充分证明了其构建符合要求环境地图的能力。详细的定位数据评估将于实验部分予以展示。,仿真结果证明，原始 Gmapping 算法的建图效果较差，而改进 Gmapping 算法的建图效果优秀，边缘清晰准确，不存在滑移，重叠，匹配错误等问题，说明改进后的 Gmapping 算法能够构建出符合要求的环境地图，详细的定位数据评估将在实验部分进行。,工学,基于ROS的服务机器人控制系统研究
(2) 本项目将通过组建项目自身的 BIM 专业团队，并与 BIM 服务分包单位建立内外一致的协调机制，以增强团队的专业人员储备并增加 BIM 业务培训的次数。此外，将通过物质激励措施鼓励团队成员积极进行自主学习与持续学习，强化项目人员的BIM信息资料归档及总结能力，最终构建出具有项目特色的 BIM 应用体系。,(2)组建项目部自身的 BIM 专业团队，与 BIM 服务分包形成内外统一协调的局面，增加团队专业人员的储备与 BIM 业务培训场次，采用物资奖励鼓励团队成员自我学习，实时学习，加强项目人员 BIM 信息资料的存档和总结能力，以便形成自身特色的 BIM 应用体系。,工程,BIM Technology Application Study
本研究旨在探讨山西省普通高校体育教学评价的现况。鉴于此，我们选取了山西省五所高等学府，包括中北大学、山西大学、山西财经大学、山西传媒学院及太原工业学院，对体育教师与学生的体育评价实施情况进行现状调查。具体而言，本研究从每所学校随机选取了6名体育教师，共计30名教师参与问卷调查（参见表2.2）。同时，从上述学校的学生中随机选取了100名调研对象，力求涵盖不同性别（男女比例各为50%）及年级层次（大二）。考虑到大三和大四学生不再开设公共体育课程，以及大一新生对课程的陌生性，本次研究侧重于对大二年级学生的问卷调查。,本文针对山西高校体育教学评价的现状，选取山西省 5 所普通高校(中北大学、山西大学、山西财经大学、山西传媒学院、太原工业学院)的体育教师和学生就高校体育评价实施情况的相关内容进行现状问卷调查。每所学校抽取 6 名体育教师，共 30 名(如表 2.2)进行教师间卷发放;每所学校抽取学生 100人，按照男女生比例、以及年级区分，其中男女生各 50 名，由于大三、大四学生没有开设公共体育课，大一的学生刚进校不了解具体情况，所以只对大二学生进行发放问卷。,教育学,大数据应用背景下高校体育教学评价体系构建探索
本文旨在探讨从宏观到微观尺寸范围内的弹性结构部件，涵盖从刚体-单质点、刚体-柔性杆-质量块、刚体-单柔性体至刚体-多柔性体等不同类型的旋转结构。基于广义弹性力学模型，该模型整合了偶应力因素以准确描述柔性部件的力学特性，我们建立了一个统一的理论模型，适用于描述弹性结构在已知刚体运动条件下的动态响应。同时，本文剖析了当弹性结构的刚体运动发生变化时，其所承受的动力学效应变化规律，并深入解析了动力刚化现象。  研究工作以大型离心振动试验台上的结构运动与变形耦合现象为起点，通过对简单的弹簧质点系统的精确动力学规律深入研究，逐步扩展到单质点模型、柔性体乃至多柔性体模型，致力于整个柔性多体动力学研究的系统化。  尽管国内外学术界对刚柔耦合系统的研究持续已久且广泛，但在结构运动与变形耦合机理及动力效应的完全理解上仍有待提升，动力刚化问题亦尚未彻底解决，而涉及结构尺寸效应的研究更是十分有限。本研究与传统建模方法不同，引入了广义弹性力学理论，并将传统结构力学中诸如三维空间梁结构等模型视为广义弹性体，涵盖旋转变形与平动变形等方面。通过理论建模与有限元数值模拟，本研究深入剖析了离心场条件下结构运动与变形耦合作用及其动力学表现。所构建的模型考虑到了附加惯性力、结构尺度效应以及动力刚化效应等关键因素，这一研究不仅为宏观至微观尺度内旋转结构部件的分析、系统控制及技术创新等提供了坚实的理论基础和技术支持，也为刚体动力学与变形体力学统一理论的形成与发展提供了推动力，对于柔性多体动力学的发展具有重要贡献。,本文针对从宏观到微观尺寸的弹性结构部件，从刚体-单质点、刚体-柔性杆-质量块、刚体-单柔性体和刚体-多柔性体等不同旋转结构，基于含偶应力的广义弹性力学模型描述柔性部件的力学行为，建立弹性结构作已知刚体转动的统一理论模型，同时考虑弹性结构刚体转动变化时其动力学的变化规律，解析动力刚化问题。以大型离心振动试验台上结构的旋转运动与振动(变形)之间相互耦合为出发点，先从简单模型，深入透彻探寻离心振动弹簧质点系统的精确动力学规律，再慢慢从单质点模型过渡到柔性体，甚至多柔性体上来，完成整个柔性多体动力学研究工作。尽管国内外对刚柔耦合系统开展了长期而广泛的研究，还不能完全掌握结构运动与变形耦合的机理及动力效应，动力刚化问题仍在探讨之中，考虑结构尺寸效应的研究也较少。与传统的建模有所不同，考虑含偶应力的广义弹性力学，将传统结构力学中的结构模型，如三维空间梁结构，看成广义弹性体，其包括旋转变形和平动变形，通过理论建模与有限元数值分析，考察离心场中结构运动与变形耦合效应及其动力学行为，所建模型计及附加惯性力、结构尺度效应和动力刚化效应，可为宏观至微观尺寸下的旋转结构部件分析、系统控制和技术创新提供基础理论支撑和算法基础，促进刚体动力学与变形体力学统一理论的形成和发展，为柔性多体动力学的发展做出贡献。,工学,刚柔耦合系统的动力学建模与响应分析
