input,output,field,paper_name
在此阶段，设计单位通常根据其拟定的施工方案或施工图纸来进行工程造价计算。设计概算的编制方法主要包括依赖于历史数据的类似工程概预算法、概算指标法和使用概算定额的概算定额法。其中，概算定额法被广泛应用并具有较高的精确度。使用此方法计算工程价格，需要满足两个条件：一是设计需要达到一定的深度，以便根据初步设计施工图计算出相对准确的工程量；二是需要使用到概算定额查询分部分项工程单价，这要求当地造价主管部门发布概算定额或公司自主编制概算定额。然而，各地的定额站往往缺乏专门的概算定额。,在这一阶段，往往由设计单位根据其拟定的施工方案或者施工图纸来进行工程造价计算，设计概算的编制方法主要有的依赖于历史数据的类似工程概预算法、概算指标法与使用概算定额的概算定额法等，其中属概算定额法运用最为广泛和精确，运用这个方法计算工程价格一是要求设计能达到一定深度，能根据初步设计施工图计算出相对准确的工程量;二是需要使用到概算定额查询分部分项工程单价，要求当地造价主管部门发布概算定额或者公司自主编制概算定额，但是，往往各地定额站没有专门的概算定额。,工程,BIM Technology Cost Management Research
为了确保项目的顺利开展，招标文件中的工程量清单描述必须优化，以避免在施工合同履行过程中产生的不必要变更和索赔，这些问题可能导致项目大大超出预算。因此，必须确保工程量清单描述的完整性和清晰性，以及清单工程量的准确性。投标人需要在投标时进行仔细的工程量计算，根据自身企业的管理能力和施工水平，确定一个合理且可接受的投标价格。无论是招标人还是投标人，都必须依据完整和准确的施工设计资料，进行全面和准确的清单工程量计算，以确保项目预算的可靠性和建设过程的顺畅。,程的顺利开展，更需要通过招标文件中的工程量清单描述规避施工合同履行中的施工变更、索赔等可能导致大大超出预算的问题，就要把握好工程量清单描述的完整性、清单工程量的准确性。投标人需要在投标时准备计算工程量，根据自己企业的管理和施工水平，确定自己可以接受且合理的投标价格。不管是招标人还是投标人，都需要依据施工设计资料准确和全面的计算清单工程量。,工程,BIM Technology Cost Management Research
招投标是当前工程施工领域最为常见的交易模式。根据相关法律法规的规定，招投标的形式包括邀请招标和公开招标，其中公开招标形式被更广泛地采用。整个招投标过程涉及到招标文件的编制、各施工单位的投标报价、根据规定的评标方法确定中标人，以及签订合同等一系列程序。招投标制度是建筑市场化的一个重要体现，它促进了多个投标人之间的激烈竞争，特别是在价格方面。为了获得合同，投标人会采取各种手段来降低自身的劳动成本，优化管理组织和施工过程，进而减少建筑市场的资源浪费，使得工程价格更加合理。作为招标控制价编制的主体，业主需要确定一个合理的合同清单价格，并确保招投标过程的顺畅进行。,"招投标是现下工程施工最常用的交易模式，根据相关法律法规规定，招投标形式包含邀请招标和公开招标，其中公开招标形式使用较为广泛。招投标过程经过了招标文件编制、各施工单位投标报价、根据规定评标方法计算确定中标人、签订合同等程序。招投标制是建筑市场化的一个重要体现之一，若干投标人为了承揽业务，会发生激烈的竞争，往往是价格上的竞争。招投标的过程中，投标人会想法设法降低自己劳动消耗水平, 优化管理组织、优化施工过程，从而使建筑市场的资源消耗减少，工程价格更为合理。 作为招标控制价编制主体的业主既要确定一个合理的合同清单价格，确保招投标过",工程,BIM Technology Cost Management Research
根据我国《建设工程工程量清单计价规范》(GB50500-2013)，如图2-6所示，分部分项工程费的计算需要遵循以下步骤：首先，根据设计图纸计算各构件的工程量，然后根据完成这些功能单元所必需的人工、材料、机械、管理费和施工企业利润等综合因素确定清单综合单价。将工程量与综合单价相乘即可得出分部分项工程费。单价措施项目费的计算方法与分部分项工程费相同，而总价措施费通常按照相关规定，以人工费为基数，乘以给定的费率计算。其他项目费是招标人在签订合同前需要考虑的除分部分项、措施项目以外的预留金、应急金或承包商之间协调的费用。规费和税金一般指施工企业需缴纳的社保、公积金、增值税等相关费用。,"根据我国《建设工程工程量清单计价规范》(GB50500-2013),如图 2-6 所示，分部分项工程费需要先根据设计图纸计算各构件工程量，再将完成这一功能单元的所必需的人工、材料、机械、管理费、施工企业利润等综合考虑为清单综合单价，两者相乘得出分部分项工程费。单价措施项目费计算方法同分部分项工程费，总价措施费一般按相关规定以人工费为基数，乘以给定费率计算。其他项目费是招标人签订合同前考虑的一个除分部分项、措施项目以外的预留金、应急金或承包商之间协调的费用。规费和税金一般指施工企业需缴纳的五险一金与增值税。",工程,BIM Technology Cost Management Research
工程施工阶段是建设单位和承包单位工程全生命周期中的核心所在。通过这一阶段的施工过程，承包单位能够建造完成实际的建筑物，同时，工程的大部分投资也将在此阶段被分配。因此，这一阶段的工程造价管理具有极高的重要性，是最为细致入微、真实有效、人力物力投入最大且持续时间最长的阶段。在此阶段，实际工程造价逐步形成，这不仅是建设单位和承包单位的共同工作重点，也是各方造价工作人员的主要职责范围。因此，严格的造价管理和控制对于确保工程的顺利完成和投资的合理使用至关重要。,工程施工阶段是建设单位和承包单位工程全生命周期中工作的中心环节，承包单位通过施工过程建造完成一个实际的建筑物，工程的投资绝大部分都将在这个阶段被花掉。这个阶段的工程造价管理是最为细致、真实、投入人力、精力最多，持续时间最久的，是实际工程造价形成的过程，当然也是建设单位和施工单位的工作重点，是各方造价工作人员的主要工作范围。,工程,BIM Technology Cost Management Research
在施工阶段，工程造价管理工作主要涉及两个关键方面。首先，施工单位需要对建造成本进行严格的成本管理，主要包括预测和考核成本，以便制定科学的成本管理目标。其次，在实现造价目标的过程中，需要进行细致的偏差分析，并对所发生的偏差进行及时的纠偏。这些偏差通常包括进度偏差和费用偏差两大类。在施工过程中，造价管理目标的制定主要依据合同价。为此，造价工作人员需要深入现场，根据实际的施工情况计算出实际完成指标，并将实际完成情况与计划目标指标进行比较，以便尽快发现和纠正偏差，甚至预判潜在风险，确保成本管理目标的实现。,"在施工阶段，工程造价的管理工作主要分成两个部分，一是施工单位对建造成本的成本管理，主要是对成本进行预测和考核，制定一个成本管理目标;二是在实现造价目标的时候进行偏差分析，对所发生的偏差不断地进行纠偏，主要包括进度偏差和费用偏差。在施工过程中，造价管理目标制定主要是根据合同价，造价工作人员要深入现场, 根据施工过程实际施工情况计算出实际完成指，并将实际完成值况与计划目标指相比较，尽快纠偏偏差、甚至预判风险以保证成本管理目标的实现。",工程,BIM Technology Cost Management Research
根据《建设工程工程量清单计价规范》（GB50500-2013）的规定，可能导致合同价格发生变化的情况共有14种，包括但不限于相关法规的变化、施工索赔、不可抗力、现场签证、工程变更、物价变化和提前竣工等。按照规定，承包人应当依据业主提供的设计文件、图纸以及签订的合同等，按照约定完成建造工作。如果在合同履行过程中出现了工程变更的情形，并导致工程价格的增减变化，则可以按照计价规范中规定的流程和方法对合同价格进行相应的调整。这种调整需要根据具体情况，严格遵循相关法规和合同条款的规定，确保价格调整的公正性和合理性。,《建设工程工程量清单计价规范》(GB50500-2013)中规定有 14 种可能引起合同价格发生变化的情况，有相关法规变化、施工索赔、不可抗力、现场签证、工程变更、 物价变化、提前竣工等112。承包人应按照业主提供的设计文件、图纸、签订的合同等完成建造工作，如果在合同履行期间出现了工程变化的情形，并引起了工程价格的增减变化，可按照计价规范中规定的流程与方法来进行合同价格的调整。,工程,BIM Technology Cost Management Research
从理论上讲，竣工决算涵盖了竣工结算的内容。竣工结算主要涉及建设费用和建安工程费的计算，代表了根据施工过程中发生的情况对施工合同价格进行调整后的实际价格。这个过程的目的是确定工程项目的最终结算价。施工方收到的竣工结算款通常是通过对签约合同价进行调整而得出的，调整的依据是施工过程中甲乙双方共同认定的数额，最后还需要考虑到施工过程中已经支付的工程进度款以及质量保修金。,"一般来说，竣工决算包含了竣工结算的内容，竣工结算往往只包含建设费用、建安工程费的计算，是对施工合同价格根据施工过程中发生的情况进行调整后的实际价格, 是确定工程项目结算价的过程。施工方得到的竣工结算款一般由签约合同价加上或扣减施工过程中甲乙双方认定的调整数额，最后考虑到施工过程中已经支付的工程进度款与质量保修金组成。",工程,BIM Technology Cost Management Research
工程竣工结算是一种在施工项目完成后进行的财务核算过程。在这种过程中，承包商按照施工合同的条款，将其已完成的施工产品进行全面核算，并由建设单位支付相应的工程价款。通常，建筑总承包商负责编制和自审竣工结算，并在规定的时间内提交给建设单位。建设单位随后对提交的竣工结算进行审计，依据最终审核结果向承包人支付工程款项。在各个单项工程竣工结算完成后，建设单位会编制整个项目的竣工决算报告。竣工决算代表了对整个建设项目从初期投资意图到交工完成过程中产生的所有费用进行的会计核算，涵盖了项目策划、前期工作、施工、交工等所有阶段的开支。这种详细的核算过程是确保建设项目财务透明和合理性的重要组成部分。,工程的竣工结算是指承包商完成了合同标的物的施工建造，并经建设单位竣工验合格后，双方根据施工合同条款的具体约定对已完成的施工产品进行全部核算，并支付工程价款的过程。竣工结算一般先由建筑总承包商进行编制、自审，并在规定的时日内向建设单位提交。建设单位审计对方提交的竣工结算与施工过程中形成的结算资料，根据最终审核结果向承包人支付工程款项。各个单项工程竣工结算完成后，建设单位会对整个项目编制竣工决算，竣工决算往往是业主对于建设项目会计上的核算，包含建设项目从投资意图、策划、前期、建造、交工、完成等所有阶段产生的费用。,工程,BIM Technology Cost Management Research
目前，我国采用的算量计价方法主要分为两种：清单计价和定额计价。工程量清单的实施旨在使工程造价受市场调节，按照市场规律确定。定额计价方法的应用关键在于，人工、材料、机械等消耗量和单价等计价基础数据来源于行业标准和预算定额。通常，只有经过实际施工过程检验过的消耗标准，才能成为具有参考价值的定额数据。然而，在定额计价的过程中，定额恰恰是工程计价数据的起点。在我国现行的建设工程计量计价规范下，全过程造价管理工作面临着以下几个难点和挑战，亟需进一步研究和解决。,现行的算量计价方法有两种:清单计价、定额计价。工程量清单的推行是希望工程造价由市场来确定，实行市场调节价。定额计价方法的应用关键是人工、材料、机械的消耗量和单价等计价基础数据来源于标准概、预算定额。通常来说，只有通过实际施工过程检验过的消耗标准编制成为定额的数据才更有价值，使用定额计价的过程恰恰相反，定额是工程计价数据的源点。在我国现行工程计量计价规范下，建设工程全过程造价管理工作存在以下几个难点:,工程,BIM Technology Cost Management Research
自1994年起，中国对工程咨询业的管理主要采用资质管理制度，这导致企业需要具备较高的从业资质，通常需要投入大量资金。因此，我国的大多数工程咨询企业规模较小，业务运营呈现碎片化和分散化的特征。这样的小型企业运营模式难以形成规模化的竞争优势，更缺乏国际竞争力。这种情况限制了中国工程咨询行业的整体发展和国际影响力。,自 1994 起，我国对工程咨询业的管理主要是实行资质管理，维持较高的从业资质需要公司付出更多资金，所以我国的工程咨询企业大多都比较微小，各工程咨询公司都是碎片化、分散化的经营模式，这种微型的企业经营模式难以形成规模化的优势，更不具国际竞争力。,工程,BIM Technology Cost Management Research
我国工程建设实施的基本组织模式是以发包人、咨询人和承包人构成的三角结构。在这一结构中，建设工程施工业务的承揽通常由总承包人依靠其自身的资质优势获得投标机会，然后进一步将项目分包给规模较小或资质单一的施工公司，或者将劳务、设备材料的制造和采购进行分包。工程建设过程中的咨询人，包括设计咨询、造价咨询和监理咨询等，按照工程建设的顺序分别参与到建设过程的不同阶段。我国的大部分建设项目都涉及国有资金，国有资金参与的项目需要进行审计，因此工程审计在我国咨询业务的组织中占据了重要的位置。然而，由于造价公司通常只能够参与建设过程中的某个特定环节，因此它们往往难以增加业务量和扩大规模。,我国工程建设实施的基本组织模式是以发包人、咨询人、承包人形成一个三角，建设工程施工业务的承揽往往由总承包人利用自身的资质优势投标获得，再进一步分包给规模较小或资质单一的施工公司，或者将劳务、设备材料的制造和采购进行分包。而工程建设过程当中的咨询人，包括设计咨询、造价咨询、监理咨询等按照工程建设的顺序分别参与到建设过程中。我国的大部分建设项目会有国有资金参与，国有资金参与的项目需要审计，故工程审计在我国咨询业务的组织中也占据重要的一席位置。因为往往只能参与建设中的某个环节，所以造价公司往往都难以增加业务，扩大规模。,工程,BIM Technology Cost Management Research
在工程造价管理领域，从事相关工作的人员从预算员改称为造价员，但他们的工作仍然主要集中在最基础的计量计价业务。他们根据政府颁发的定额进行计价和费用核算，在招标和投标过程中使用这些定额进行造价计算，简单地套用定额中的消耗量和单价，却没有深入思考这些定额标准价的形成过程。因此，他们的工作并没有真正实现市场化的工程造价管理。在一线工作中，造价人员往往忽略了合同在造价管理中的关键作用。施工合同详细规定了工程价格的计算、审计和最终支付等重要环节的流程和方法。造价人员应当根据合同条款，对工程造价工作形成预判的“大局观”，才能更好地实施造价管理。,"从事造价的工作人员称谓从预算员改成了造价员，但是造价员也仅仅从事工程造价管理的最基础业务:计量计价工作，工作中依据政府颁发的定额去进行计价和费用核算, 一般使用定额进行招标、投标过程的造价计算，往往对定额中的消耗量和单价直接套用, 对定额标准价的形成过程也未多加以思索，所以没有形成市场化的工程造价管理。而且在一线工作中，造价人员没有意识到合同在造价管理中的关键作用，施工合同规定了对工程价格的计算、审计、最终支付等重要工作的流程方法，造价人员应该根据合同对工程造价工作有着预判的""大局观""。",工程,BIM Technology Cost Management Research
当前，造价人员的工作模式主要依赖于造价软件和政府定额数据的应用，以进行工程计量和计价。这种工作方式引发了两个严重的问题：首先，造价人员常常仅仅按照既定的模式进行机械性的计量计价，而没有对结果进行深入思考；其次，如果定额数据不 phản映现场的真实情况，计价数据的更新会陷入死循环，导致造价基本数据的失真。,(4)目前造价人员的工作模式大多是应用造价软件加上政府定额的数据来进行计量计价，这个工作方式会使工程造价工作有以下两个严重问题:一是造价人员往往按本子计量计价，机械性重复工作，对出具的结果并不加以思考;二是会造成造价基本数据的失真，如果定额的数据不真实，不是来自于现场的真实数据，计价数据的更新会进入一个死循环。,工程,BIM Technology Cost Management Research
在工程计价中，单元是指实体部分或者单价措施组成的分部分项工程。其工程量是通过与各自的清单综合单价相乘，然后加合汇总计算得出的，这样才能得出分部分项与单价措施工程的总费用。值得注意的是，综合单价需要涵盖清单中使用的人工、材料、机械等各要素的消耗量乘以各自的单价计算得出，同时还要包括管理费和利润。因此，在计价过程中，使用的定额消耗量的准确性、要素价格的准确性以及管理费和措施费费率的适宜性成为决定工程造价是否能够尽可能接近实际造价的关键因素。这些因素的准确性直接影响到工程造价的合理性和工程项目的成本控制。,单元是实体部分或者单价措施组成的分部分项工程，其工程量与各自的清单综合单价相乘，加合汇总后计算出分部分项与单价措施工程费。其中综合单价需要包含这条清单中使用的人工、材料、机械(各要素消耗量乘上各自的单价计算得出 ) 已经管理费和利润。 所以计价过程中使用的定额消耗量是否准确、要素价格是否准确、综合取定的管理费和措施费的费率是否合适成为工程造价是否尽可能接近实际造价的关键因素。,工程,BIM Technology Cost Management Research
无论是概算定额还是估算指标，都必须以施工现场的数据为基础，包括施工定额数据和现场实际施工成本管理数据。从小到大的工程造价依据应该是一个数据反馈的过程，即从施工定额到概算指标到估算指标。然而，在市场经济体制下，发包人与承包人存在价格博弈的关系，这导致了施工单位向建设单位报告的数据，包括编制定额时采集的数据，存在严重的失真。这种失真主要表现为施工现场数据无法准确、完整、真实地传递至形成定额的基础数据。同时，招标控制价在编制过程中仅考虑了定额站发布的定额标准或者当地的造价信息，这种编制方式和过程弱化了真实成本的表达。,故无论是概算定额还是估算指标一定要来源于施工现场的数据，来源于施工定额的数据、现场实际的施工成本管理的数据。工程造价的依据由小到大:从施工定额到概算指标到估算指标应当有个数据反馈的过程，但因为在市场经济体制下，发包人与承包人是一个价格博弈的关系，所有施工单位报给建设单位的数据，包括定额站在编制定额是收集到的数据都存在严重的失真，施工现场的数据与形成定额的基础数据之间存在壁垒，主要表现为施工数据无法准确、完全、真实的传递，而招标控制价在编制过程中只考虑了定额站发布的定额标准或者当地的造价信息，这个编制方式与过程弱化了真实成本的表达。,工程,BIM Technology Cost Management Research
基于上述造价管理工作中的挑战，造价人员需要优先采用电子信息化工具，以提高工程计量和计价的准确性和效率。其次，需要在各阶段不同专业的工作人员之间建立一个可供交流的信息平台，以记录和分析整个过程中的造价数据。最后，需要拥有一个实际可靠的工程造价数据记录载体，以便分析和结构化存储工程造价数据，从而实现更高效、更准确的造价管理。,结合以上造价管理工作中的难点，造价人员首先需要使用电子信息化的工具来提高工程计量计价的准确度和效率;其次要在各阶段不同专业的工作人员间搭建一个可供交流的信息平台来记录并分析全过程造价数据;最后需要有一个实际可靠的工程造价数据记录载体来分析并结构化存储工程造价数据。,工程,BIM Technology Cost Management Research
此外，采用 BIM 技术可以实现建筑项目信息在投资决策、交易、建设等各阶段的一次输入、多次应用。如图 3-1 所示，通过信息的流动和共享，建筑项目的有关信息可以应用于整个项目生命周期的各个阶段。在编制概算和预算阶段，三维模型可以快速计算工程量并进行设计审查；在施工阶段，管理人员可以利用三维模型模拟建设过程；在进行结算时，算量模型可以快速统计和显示变更的量和清单价格，从而提高建筑项目管理的效率和准确性。,其次使用 BIM 可以实现在投资决策、交易、建造等过程中各种建筑项目的有关信息只用输入一次，借助信息的流动应用到此建设项目生命周期的各个阶段，如图 3-1 所示。编制概算、预算时三维模型快速计算工程量与设计审查，在施工阶段，管理人员用此前的三维模型来模拟建设过程;进行结算时，仿真的算量模型可以快速统计显示变更的量和清单价格。,工程,BIM Technology Cost Management Research
BIM 技术模型储存的数据相较于传统的二维图纸具有更为全面的优势。它不仅能够表达结构信息、建筑信息、机电设备信息等基本事项，还能够通过构件的三维数据自动、准确地计算出工程量，并进行分类统计，生成相应的报表。由于组成 BIM 模型的建筑构件的数据最少含有三维信息（即构件的长、宽、高），从而占据一定的空间位置，因此根据数字模型中构件输入的属性可以识别构件的类型并计算工程量。如果要统计工程量，可以利用一些 BIM 软件或插件生成相应的报表。计算出的工程量是结合了计算规则与三维模型的扣减关系得出的准确工程量。同时，工程造价数据根据当地规定的造价文件格式和规范自动形成电子文档，从而实现了在不同工作人员之间的传递、共用、修改和计算指标，提高了工作效率。,"BIM 技术模型储存的数据比二维图纸要全面的多，它不仅能把结构信息、建筑信息、 机电设备信息等基本事项表达出来，还能通过构件的三维数据自动、准确地计算出工程量，并分类统计，出具报表。因为组成 BIM 模型的建筑构件的数据最少含有三维信息(即构件的长、宽、高),从而占据一定的空间位置，所以根据数字模型中构件输入的属性可以识别构件的类型并计算工程量;如果要统计工程量，可以使用一些 BIM 软件或插件形成相应的报表，并且计算出的工程量是结合了计算规则与三维模型的扣减关系得出的准确工程量，工程造价数据根据当地规定的造价文件格式和规范自动形成了电子文档, 就能在不同的工作人员中传递、共用、修改并计算指标。",工程,BIM Technology Cost Management Research
本章的主要内容是对相关理论概念进行了系统的概述。首先，通过文献查阅和工作经验的分析，阐明了BIM的定义、BIM技术的特点以及BIM模型的标准，全面理解BIM的内涵对于有效利用BIM技术服务于建设工程全过程的造价管理工作具有重要意义。其次，分析了工程造价和工程造价管理的相关概念，并详细阐述了在投资决策、设计、工程交易、施工和竣工验收等各个阶段造价管理工作的主要任务和目标。第三，深入探讨了清单计价方法和定额计价方法的概念和特点，分析了两种方法的应用流程及其分别使用的利弊。此外，从我国工程咨询行业的基本组织模式、造价管理存在的问题、造价依据存在的失真情况以及造价人员的工作现状四个方面出发，分析了我国目前建设工程全过程造价管理的现状，并总结了我国建设工程全过程造价管理实施中的难点。通过对相关理论的研究，为将BIM技术应用于建设工程全过程造价管理工作奠定了坚实的理论基础。,"本章主要针对文中涉及到的理论概念进行了概述。一是通过对文献的查阅总结并结合工作中的经验分析了什么是 BIM,BIM 技术的特点及 BIM 模型的标准，充分理解 BIM 内涵有利于有效利用 BIM 服务于建设工程全过程造价管理工作。二是分析了工程造价及工程造价管理的相关概念，详细阐述在投资决策、设计、工程交易、施工、竣工验收等阶段造价管理工作的主要任务和工作目标。三是阐述了清单计价方法、定额计价方法的概念、特点，分析了两种方法的使用流程及分别使用两种方法计价的利弊，并从我国工程咨询行业基本组织模式、造价管理存在的问题、造价依据存在失真情况、造价人员的工作现状四个方面分析了我国目前全过程造价管理的现状，总结了我国建设工程全过程造价管理实施难点。通过对相关理论的研究为如何将 BIM 技术应用于建设工程全过程造价管理工作奠定了理论基础。",工程,BIM Technology Cost Management Research
国际化是指造价行业竞争形势的全球化趋势。在这一背景下，随着我国造价行业向发达国家发展，同时也对我国的造价咨询市场实施开放，允许发达国家的造价行业进入中国。尽管我国的建筑规模仍然庞大，但国内建筑企业的大部分运营都受到政府资金的支持。如果国外的造价企业进入我国的建筑市场，可能会对我国的中大型建筑企业造成重大冲击。这一过程将凸显出我国建筑企业的竞争力问题，以及政府对建筑市场的监管挑战，进而导致我国建筑业的商业模式和运营模式发生转变。例如，在加入政府采購协议（GPA）后，我国建筑各行业的资质管理模式可能会发生重大调整，甚至可能取消现有的资质认证制度，因为国外企业通常不受此类限制。,首先国际化是指造价行业竞争形势的国际化。造价行业向发达国家走出去的同时就开放了我国造价咨询市场，发达国家的造价行业也会进去中国。虽然我国建筑规模仍然很大，但是国内建筑企业大部分有政府资金的参与，如果国外造价企业进入我国的建筑市场，将对我国的中大型建筑企业造成强大的冲击。这一过程会凸显出我国建筑企业的竞争力问题、政府对建筑市场的监管问题，导致我国建筑业商业模式、运营模式会发生改变。比如现在我国建筑各行业资质管理的模式，在加入 GPA 协议后可能会有巨大的改变，甚至可能会取消资质，因为国外的企业是没有资质的。,工程,BIM Technology Cost Management Research
指建造过程的工业化是第三个重点领域。通过运用BIM技术，可以将传统的建造产品生产模式转变为现代工业化水平的生产方式。这一转变需要以大数据作为基础，利用软件建立平台，打造数字化生产线，从而实现建筑生产形式的现代化转变，即采用流水线生产方式。例如，装配式建筑的发展是工业化的一个重要体现，它代表了建筑业生产模式向现代化、工业化方向的演进。,第三个是指建造过程的工业化，运用 BIM 可将建造产品生产模式变为具备现代工业化水平的生产方式，这需要使用大数据作为基础，基于软件建立平台来打造数字化生产线，从而将建筑也的生产形式变为现代化流水生产方式，如装配式建筑的发展就是工业化的重要体现之一。,工程,BIM Technology Cost Management Research
"The fourth aspect is the integration of implementation modes. Firstly, it is required that engineering cost consulting enterprises should expand and strengthen their scale, attract more professional talents, and enhance their business capabilities to undertake full-process engineering cost management and internationalized full-process cost management. By developing a number of intermediary consulting firms with international standards and proficiency in full-process engineering management, the existing construction organization model in China can be improved. The intermediary role of consulting units can accelerate the implementation of engineering general contracting in China.",第四个是实施模式的一体化，首先要求工程造价咨询企业要做大做强，规模增大、 吸引更多专业人才;业务能力加强，有能力接受全过程工程造价管理的业务委托，接受国际化的全过程造价管理业务。通过发展一部分具有国际水平的、熟练掌握全过程工程管理的中介咨询企业来要改进我国现有的建设组织模式，通过咨询单位的中介作用加速我国工程总承包的实施进程。,工程,BIM Technology Cost Management Research
项目目标的集成化是建筑行业的核心目标。每个工程项目的首要任务是确保其成功实施，而成功的定义包括提速进度、降低成本和保障质量与安全。因此，需要对项目进行全过程和全因素的造价管理，考虑建造过程中各个目标对建筑的影响，例如工期、质量、安全和环境等，这些因素都会对建造成本产生影响。然而，现行的计价工作，尤其是使用定额计价方法，由于定额数据的静态性，不能完全兼顾这些多维的因素。,"第五个是项目目标的集成化，建筑行业的第一性是让每个工程项目成功，成功的意义在于进度加快，成本降低，质量和安全都得以保障。全过程、全因素的造价管理要考虑建造过程中各个目标对建筑的影响，比如工期、质量、安全、环境等都影响到建造成本，现行的计价工作，特别是使用定额计价方法(因为定额是一个静态的的数据),无法兼顾这么多维的因素。",工程,BIM Technology Cost Management Research
第四个优势是能够方便、准确地记录和管理工程指标及指数。工程项目历史的造价数据是我们进行估算、概算和预算的重要数据来源。传统上，工程的造价指标和相关数据通常以纸质形式存储于仓库，查阅和利用这些资料非常困难。然而，通过电子模型，我们可以对相关指标进行准确的分析和计算，并形成电子化的资料库，从而实现便捷的查阅、保存和共享。,四是可以方便、准确地记录工程指标、指数。工程项目历史的造价数据是我们做估算、概算、预算的重要数据来源。以往工程的造价指标、含量都堆积在仓库，纸质的资料很难查阅，利用电子模型就可以对相关的指标进行准确的分析计算，并形成电子资料方便查阅、保存和共享。,工程,BIM Technology Cost Management Research
第二点在于，可以通过模拟施工过程合理安排人才、机器以及其他资源的投放计划。在BIM模型自动计算出的工程量基础上，赋予这些量以时间信息，从而能够根据项目的实际进度，在任何时间段内计算出已完成的工程量。通过将这些量与合同中指定的清单单价进行乘算，可以得出任何时间段内的工程造价。在实施过程中，能够有效地进行成本管理。依据工程造价的动态变化调整资金和资源的投入节奏，可以合理地安排工作流程，达至有效管理施工过程中工程造价的目标。,"二是可以模拟施工过程，合理安排人才机各种资源投放计划。可以在 BIM 模型所自动计算出的工程量上赋予时间的信息，就能在施工的过程中，根据项目实际进度，计算任何时间段的完成的工程量，再与合同中的清单单价相乘，得到任何时间段的工程造价，在实施过程中做好成本管理。依据动态的工程造价来调整资金、资源的投入节奏, 从而可以合理安排工作，达到管理施工过程中工程造价的目的。",工程,BIM Technology Cost Management Research
传统聚丙烯生产工艺中的尾气含有大量挥发性有机物（VOCs），这些物质在部分地区引起的环境污染问题严重，对居民健康构成了重大威胁。因此，本研究致力于改进聚丙烯生产过程中的尾气处理技术。首先，以1-丁烯为模型分子，我们选定了洗涤吸收法来去除前段可溶性的有机组分和吸附法来处理烯烃废气的工艺路线。经过对多种吸附剂的实验筛选和评价，我们确定了ZSM-5作为吸附小分子烯烃的最优吸附剂。进一步，我们考察了不同硅铝比分子筛的形貌和化学成分的变化规律，以期为聚丙烯生产过程中的尾气治理提供更好的解决方案。,传统聚丙烯生产工艺尾气中的挥发性有机物(VOCs)在部分地区产生的环境污染严重，对人民健康造成巨大威胁，因此本论文旨在研究并改进聚丙烯生产过程中的尾气处理技术。首先，以1-丁烯为探针分子，选定了洗涤吸收法去除前段可溶性的有机组分、 吸附法处理烯烃废气的工艺路线。对多种吸附剂进行实验筛选评价后，确定了 ZSM-5 作为吸附小分子烯烃的最优吸附剂，考察了不同硅铝比分子筛形貌及化学成分的变化规律。,工程,Polypropylene Tail Gas Treatment
在建筑工程建设的全过程中，涉及多个参与单位和不同的专业领域，专业人员之间的沟通障碍是导致建设造价控制效果不佳的重要原因。BIM（建筑信息模型）的出现为有效的沟通提供了一种新途径，使项目信息能够在建设参与单位之间流转。然而，搭建一个标准的BIM平台需要多种BIM类软件的参与和协同工作，目前尚未有一款单独的BIM软件能够独立完成整个建设工程的管理。随着BIM技术在国内外建筑行业的不断发展和应用，BIM软件的数量和种类也在增加，据统计，目前已有60多种BIM应用软件。最初，BIM软件主要集中于提供设计模型的创建和碰撞检测等功能。随着BIM技术的深入应用，开始转向更加深度地利用模型，例如在建设工程造价管理工作过程中广泛应用BIM软件。因此，当前常用的BIM软件在建设工程造价管理中的应用范围包括设计阶段的模型创建、施工阶段的现场管理以及运维阶段的设施管理等，这些软件通过互联互通的方式，实现了项目信息的无缝传递和协同工作，有效地提高了建设工程的管理效率和造价控制效果。,"工程建设的全过程集合了不同参与单位、涉及了不同的专业、各专业人员沟通障碍是造成建设造价控制效果不良的重要原因。BIM 的出现提供了一种有效的沟通方式，使得项目信息可以在建设参与单位间流转，但是搭建一个标准的 BIM 平台需要很多 BIM 类软件的参与，目前为止，没有任何一款单独的 BIM 软件能完成建设工程全过程管理。 随着 BIM 在国内外建筑行业的发展,BIM 软件越来越多，越来越广泛。迄今为止,BIM 应用系列软件多达 60 多种[1]。BIM 软件一开始主要提供设计模型创建及碰撞检查，随着 BIM 的深入应用，开始向深度使用模型的方向发展，当前建设工程造价管理工作过程中使用的 BIM 软件如下图所示:",工程,BIM Technology Cost Management Research
