input,output,field,paper_name
"Research on Ankle-Foot Orthoses (AFOs) initiated earlier internationally, with scholars such as Mavroidis and Alam employing reverse engineering techniques to achieve personalized custom design, thereby enhancing wearability and adapting to individual needs. They conducted gait analysis to collect wear information and validated the effectiveness of AFOs. Faustin and Cha utilized 3D printing technology to manufacture AFOs and verified their strength through mechanical damping and pressure testing. Other researchers collected digital models of the human foot and, in combination with computer-aided technology, designed AFOs for foot correction. International scholars tend to focus more on the research of assistive mechanical devices in AFO design, emphasizing the issue of gait balance when patients wear AFOs. Some international researchers have integrated control engineering with dynamic AFOs, such as Choi Ho Seon, who designed a pneumatic muscle-type AFO with two degrees of freedom, addressing the previous issue of unbalanced gait in dynamic AFOs and assisting stroke patients in walking more effectively. Hsu Chih Chao designed an adjustable modal IT-AFO with control functions, which, compared to traditional AFOs, features dynamic control functions that improve gait patterns, transfer weight to the paralyzed limb, and enhance overall gait.","国外对于 AFO 研究起步较早,Mavroidis[24]和 Alam[25]等利用逆向工程技术实现了 AFO 个性化定制设计，提升了穿戴的适配性，通过步态分析采集穿戴信息，验证了 AFO 的效果。Faustin[26]等和 Cha[27]等采用 3D 打印技术制作 AFO,同过机械阻尼器与压力测试验证了 AFO 的强度。Ail²8(等采集人体足底数字化模型，结合计算机辅助技术，设计出应用于足底矫正的 AFO。国外学者在 AFO 设计中更注重助力机械的研究，注重患者穿戴 AFO 时步态平衡的问题[29-2]。一些国外的研究人员将控制工程与动态 AFO 结合,Choi Ho Seon[33]等设计出了拥有两个自由度的气动肌肉型 AFO, 解决了以往动态 AFO 步态不平衡的问题，可以帮助脑卒中患者更好的助力行走。Hsu Chih Chao[34]设计出了一款可调模态，具有控制功能的 IT-AFO,与传统的 AFO 相比, 具有动态控制功能的 IT-AFO 改善了步态模式，将体重转移至偏瘫下肢，改善了步态",医学,Smart Ankle Foot Orthosis Design
Ankle-Foot Orthoses (AFO) 在国内发展相对较晚，早期主要依赖于引进国外技术。然而，由于医疗技术和经济条件的限制，AFO 在很长一段时间内没有得到充分发展。随着医疗水平的不断进步和技术的改进，国内学者开始重视 AFO 的临床应用和设计制造。研究人员如高怀民等对膝踝矫形器进行了改良，并将其应用于脑卒中患者的临床治疗，取得了较好的康复效果。  早期的 AFO 设计主要集中于验证矫治效果，通过采集患者的电肌图 (EMG) 信号来评估 AFO 的临床效果。随着康复医学、治疗技术和康复工程等科学技术的发展，人们对 AFO 的功能方面进行了更加深入的研究。例如，宋林等研究人员将加强筋嵌入 AFO 足底凹槽，增大了 AFO 的强度，从而提高了对足内翻和足下垂的矫治效果。易南等则改进了 AFO 的动力装置，患者在穿戴后步态得到改善，步行稳定性也得到了提高。  上述文献大多从矫形器的结构改良和矫治验证角度出发对 AFO 进行设计，但是忽略了患者在佩戴过程中的主观体验。因此，进一步的研究应兼顾矫形器的功能改进和患者的舒适度、适用性等因素，以获得更好的临床效果。,"AFO 在国内发展较晚，早期由国外技术引进，但由于医疗技术和经济情况,AFO 在很长时间内没有得到发展。随着医疗水平的不断进步,AFO 的临床应用和设计制造逐渐被国内学者所重视[13]。高怀民等[14]改良膝踝矫形器，应用于脑卒中患者的临床治疗，取得了较好的康复效果。早期的 AFO 设计侧重于矫治效果验证，通过采集患者的 EMG 信号验证 AFO 的临床效果[[]-19]。随着康复医学的治疗技术和康复工程等科学技术的发展，对于 AFO功能方面有了更加深入的研究进展。宋林[20]等将加强筋嵌入 AFO 足底凹槽，增大 AFO 的强度，提高了足内翻与足下垂的矫治效果。易南21等改进了 AFO 的动力装置，患者穿戴后改善了步态，增加了步行稳定性。上述文献多从矫形器的结构改良，矫治验证方面对 AFO 进行设计，忽略了患者佩戴的主观体验。",医学,Smart Ankle Foot Orthosis Design
智能可穿戴医疗设备是将可穿戴技术与人体监测有机结合，通过对设备进行智能化设计和开发而形成的创新产品。这种设备通常将生物传感器嵌入可穿戴装置中，通过采集人体的生理信号和体征数据来实现实时监测。采集到的数据通过蓝牙、NFC等无线通信技术传输至移动终端或计算机。在设备端，通过数据分析和处理，可以形成个性化的医疗信息数据，并且能够与医生端的系统实现实时联动，提供便捷的远程医疗服务和健康管理方案。,"智能可穿戴医疗设备是可穿戴技术结合人体监测对设备进行智能化设计和开发。将生物传感器嵌入可穿戴设备，通过收集人体体征数据实现监测。收集的数据通过蓝牙或者 NFC 等无线技术传至终端。利用数据分析等形成自己的医疗信息数据, 与医生端产生联动，提供远程医疗服务。",医学,Smart Ankle Foot Orthosis Design
近年来，矫正辅助装置（KAFO）的发展趋势包括将计算机辅助制造和逆向工程应用于踝足矫正器（AFO）的设计中，这使得AFO产品变得更加智能化，从而达到更好的矫治效果。值得注意的是，Ghosh Shramana等人通过患者运动捕捉技术，针对患者步态进行控制编程，设计了一种六杆机械结构的KAFO。在验证阶段，患者的步行能力显著提高，所制造的原型机操作简便，证明了该概念的可行性。这一研究成果表明，将计算机辅助制造和逆向工程应用于矫正辅助装置的设计中，不仅可以提高患者的运动能力，也可以增强设备的智能化，进而带来更好的矫治效果。因此，这一研究方向已成为国内外重点关注的课题。,"异常。Ghosh Shramana[35]通过患者运动捕捉，针对患者步态进行控制编程，设计出了一款六杆机械结构的 KAFO,在验证环节中患者步行能力有着极大的提升;所制造的原型机易于操作，证明了所提出概念的可行性。经过多年的研究，将计算机辅助制造与逆向工程应用到 AFO 产品的设计中，已经成为发展趋势，增加 AFO 的智能化，从而达到更好的矫治效果，成为国内外重点研究课题。",医学,Smart Ankle Foot Orthosis Design
近年来，国外的矫形器制造商通过大量的研发投入，建立了成熟的产业链和技术体系，每个厂商都有着独特的设计方向。例如，美国优邦和德国奥托博克等公司在智能仿生腿和假肢产品方面取得了显著的成就。虽然国内的矫形器制造商在技术方面存在一定的差距，但国内矫形器市场的潜力巨大，拥有广阔的发展空间。因此，怎样提升矫形器的穿戴体验，满足用户的多维需求，成为国内研发人员关注的焦点。本研究通过将逆向工程技术和拓扑优化法应用于脚踝足矫形器（AFO）的设计中，可以大幅度提高AFO的穿戴匹配性，实现轻量化，并可通过增加传感器和智能模块来实现其智能化，从而进一步提升穿戴体验和使用效率。,"目前国外的矫形器厂商通过大量的研发投入，发展出成熟的产业链与技术体系, 每个制造厂商有着不同的设计方向。美国优邦和德国奥托博克等公司，专注智能仿生腿、假肢等产品取得了很大的成功[30]。国内的矫形器制造厂商虽然在技术上存在一定差距，但国内矫形器的市场潜力巨大，拥有巨大的发展空间，如何提升矫形器的穿戴体验，满足用户的多维度需求，是国内研发人员的关注重点。本研究将逆向工程技术与拓扑优化法结合到 AFO 设计中，可以极大提高 AFO 的穿戴匹配性，实现轻量化，为 AFO 加传感器和智能模块可实现其智能化。",医学,Smart Ankle Foot Orthosis Design
在20世纪90年代，国内学者開始探索智能穿戴设备的研究與開發。例如，浙江大学的文耀锋教授等人设计了一种腰带式的实时跌倒监测与心率监护系统。同时，郑捷文教授等人将生物传感器嵌入背心，通过日常穿戴的方式实时监测心率、呼吸频率等人体生理信息，并在出现异常情况时，将数据传输至远程服务端，以实现实时监测和预警。,国内在 20世纪 90年代，对智能穿戴设备进行了相关探索。浙江大学文耀锋[3] 等人以腰带为载体，实时跌倒监测与心率监护。郑捷文[30]等人将生物传感器嵌入背心，通过日常穿戴的方式监测心率，呼吸等人体信息，在出现异常情况时，传输至远程服务端。,医学,Smart Ankle Foot Orthosis Design
亲和图法（也称KJ法）是一种系统化的方法，用于解决特定问题。通过调查和研究，收集大量用户需求描述，然后对这些信息进行汇总和分类，根据其内在逻辑关系确定问题的重点，力求达成统一的理解和认识，从而为解决问题提供依据。KJ法可结合因子分析、主成分分析等统计方法应用于不同的设计场景，以提取关键的用户需求。研究人员周丰等人将KJ法与分析网络过程（ANP）法相结合，构建了一种面向人机交互界面的评价方法，为实体操作界面的设计提供了设计和优化的方向。同时，韦艳丽等人应用KJ法对网约车APP的交互设计进行了深入分析，为APP设计提供了参考和指导方向。,"亲和图法又称 KJ法，是针对某一问题，通过调研获取大量用户需求的描述，然后进行汇总，按其内在联系进行分类，明确问题，求得统一认识，以利于解决的一种方法。KJ 法可同时结合因子分析、主成分分析等方法，应用于不同的设计场景, 提取关键的用户需求。周丰等[4]将 KJ 法与 ANP 法结合，构建了面向人机交互界面的评价方法，为实体操作界面的设计提供了设计与优化的方向。韦艳丽(43)入 KI 法, 对网约车 APP 交互设计进行分析，为 APP 设计提供方向。",医学,Smart Ankle Foot Orthosis Design
近年来，国际上对可穿戴式医疗设备的研究不断深入，相关智能化穿戴医疗设备的报道也呈现出逐年增加的趋势。例如，谷歌公司开发了一种能够通过检测泪液来获取血糖信息的隐形眼镜，这种方式通过佩戴的形式提供了更为便捷的获取人体信息的手段。同时，伦敦帝国理工大学的Yang等研究人员将微处理器嵌入到耳部穿戴设备e-AR中，利用该设备对患者术后的康复情况进行评估和监测。另外，Anliker等研究人员将生物传感技术与监测手环相结合，实现了对体表温度、血氧和心电等指标的实时监测。在出现突发疾病的情况下，这种手环可以通过网络发送求救信息，提供及时的医疗救助。,"国外对可穿戴式医疗设备不断进行研究，针对智能化穿戴医疗设备的报道逐年增加。谷歌针研发了检测泪液就获取血糖信息的隐形眼镜，通过佩戴方式更方便获取人体信息[39]。伦敦帝国理工的 Yang 等[40]人将微处理器嵌入耳部穿戴设备 e-AR, 通过该设备对患者术后的康复情况进行评估。Anliker141)将生物传感与监测手环结合, 实现体表温度、血氧、心电的监测，能够在突出疾病的情况下，通过网络发送求救信息。",医学,Smart Ankle Foot Orthosis Design
"Factor analysis and the Analytic Hierarchy Process (AHP) are frequently employed in the field of product design to investigate users' latent needs, enabling the accurate capture of user demands, thereby effectively enhancing user satisfaction and addressing the issue of ambiguity in user needs acquisition. JAP S D utilized factor analysis to categorize users' latent needs into distinct factors. Chuang M C and others integrated factor analysis into a multi-dimensional evaluation model for electronic products. Wang Jianhui and colleagues leveraged FAHP to evaluate the functions of wearable upper limb rehabilitation robots, resulting in the derivation of an optimal design scheme. In the process of innovative product design, the TRIZ integrated method is commonly applied to solve design problems. Chen Liang proposed a product innovation design process model combining QFD and TRIZ, which improved product innovation efficiency. Chen Yuan applied the integrated QFD/AHP/TRIZ method to product innovation design, thoroughly exploring users' core needs, and verified the feasibility of this integrated approach through a case study on intelligent bathroom products.","因子分析与层次分析(Analytic Hierarchy Process, AHP) 法常被应用于产品设计领域的用户潜在需求研究，可以准确捕捉用户需求，有效提高用户满意度，解决用户需求获取模糊的问题[4]。JAP S D[45]使用因子分析法对用户的潜在需求进行因子分类。Chuang M C2[40]等将因子分析结合到多维度的电子产品评价模型中。王建辉[47] 等利用 FAHP 对可穿戴式上肢康复机器人进行功能评价，得出最优设计方案。在产品创新设计过程中,TRIZ 集成方法常被用于设计问题求解。陈亮[49提出了 QFD 与 TRIZ 的仿生学产品创新设计过程模型，提高了产品的创新效率。陈媛[""将 QFD/AHP/TRIZ 集成方法应用于产品创新设计中，深入挖掘用户核心需求，通过智能卫浴产品为案例，验证了集成方法的可行性。",医学,Smart Ankle Foot Orthosis Design
TRIZ理论被广泛应用，并常与其他方法相结合，形成体系化的设计方法。通过将TRIZ理论与其他领域的理论相结合，建立集成创新模型，可以有效提高设计效率并快速获得设计方案。例如，华中生等人利用QFD和TRIZ理论，对产品进行概念设计，并预测产品概念设计过程中可能产生的问题。张芳兰等人提出了基于E/HOQ/TRIZ集成模型的人机产品创新设计方法，该方法结合了顾客需求满意识别方法、质量屋和质量功能展开图、TRIZ理论和模糊群决策理论的集成模型，应用于人机工程产品创新设计和评价。另外，杜冠男等人将TRIZ和FBS法集成应用，利用TRIZ理论的S曲线确定问题，根据FBS求得发散解，并结合TRIZ矛盾冲突解决理论得到最优方案。这种集成创新模型的建立和应用表明，TRIZ理论可以与其他方法有效结合，提高产品设计的效率和质量。,"TRIZ 理论应用广泛，常与其他方法结合使用，构成体系化的设计方法。将 TRIZ 理论与其他领域理论结合构建集成创新模型，可以有效提高设计效率，快速获得设计方案。华中生等[50利用 QFD 和 TRIZ 理论，对产品进行概念设计，预测产品概念设计过程中产生的问题。张芳兰等[5]提出基于 E/HOQ/TRIZ 集成模型的人机产品创新设计方法，结合顾客需求满意识别方法、质量屋和质量功能展开图、TRIZ 理论和模糊群决策理论的集成模型，用于人机工程产品创新设计和评价。杜冠男等[2]将 TRIZ 和 FBS 法集成应用，通过 TRIZ 理论的 S 曲线确定问题，根据 FBS 求得发散解, 结合 TRIZ 矛盾冲突解决理论得到最优方案。",医学,Smart Ankle Foot Orthosis Design
"International scholars have conducted a series of studies on dental orthodontic appliances using biomechanics combined with finite element analysis. For instance, Rancesca Ga zzani et al. performed a finite element analysis on the anterior traction orthodontic appliance and evaluated its adaptability. Satto et al. investigated human biomechanics and utilized finite element simulation to obtain spinal pressure distribution. Moreover, research by Obetto et al. demonstrated that integrating finite element analysis with additive manufacturing can significantly reduce production cycles.",国外学者应用生物力学结合有限元分析对形器进行了一系列研究。Rancesca Ga zzani641等对上领前方牵引矫治器进行了有限元分析，并对其适配度进行评价。Satto ut665等通过研究人体生物力学，利用有限元进行仿真分析，得到脊椎压力分布。 obetto 等[60研究表明将有限元与增材制造结合使用，减少了制作周期。,医学,Smart Ankle Foot Orthosis Design
"The application of finite element analysis and topology optimization is prevalent in the medical field, but research on assistive products, particularly in the context of wearables, is not comprehensive. While most studies have focused on topology optimization for large rehabilitation equipment, there is a lack of in-depth research on the topology optimization of wearable orthotics. Nevertheless, existing literature suggests that utilizing digital human models as a foundation, in conjunction with topology optimization methods, can lead to further structural optimization, enhanced wearability, and reduced material consumption.",有限元分析与拓扑优化在医疗领域应用较多，但针对医疗辅具产品的相关研究并不全面，多数针对大型康复器械进行拓扑优化，穿戴矫形器的拓扑优化研究并不深入。但这些文献同样表明以人体数字化模型为基础，结合拓扑优化方法，可以进一步优化结构，提高穿戴舒适性，减少耗材。,医学,Smart Ankle Foot Orthosis Design
一系列的研究探讨了生物力学在医疗辅具中的应用。例如，弓太生等人采用有限元方法分析了人体足部数字化模型，重点考察了生物力学在医疗辅具中的应用现状，为相关辅具的设计提供了理论依据。同时，廖政文等人对上肢康复矫形器进行了逆向工程和结构优化，旨在提高矫形器的舒适度和疗效。另外，赵爽等人运用变密度插值模型和优化准则方法，对微创手术的手术钳进行了拓扑优化，取得了理想的优化结果，显著改善了操作手感和夹持效果。陈鹤天等人则结合逆向工程和三维建模软件，对特发性脊柱侧凸支架进行了定制设计和拓扑优化， 从而提高了矫治效果。 此外，张占阅利用有限元方法分析了拇指外翻在生物力学中的作用。这些研究成果表明，生物力学原理在医疗辅具的设计和优化中发挥着重要作用，具有广阔的应用前景。,弓太生[9]对人体足部数字化模型进行了有限元方法分析，根据结果探讨了生物力学在医疗辅具中的应用现状。廖政文等[00对上肢康复矫形器进行了逆向工程与有结构优化。赵爽等[1]对微创手术的手术钳进行了拓扑优化，基于变密度插值模型和优化准则方法进行迭代求解，得到了理想的优化结果，有效的改善了操作手感和夹持效果。陈鹤天等[2]结合逆向逆向工程和三维建模软件，对特发性脊柱侧凸支架进行定制设计与拓扑优化，改善了矫治效果。张占阅[0]利用有限元方法分析拇指外翻在生物力学中的作用。,医学,Smart Ankle Foot Orthosis Design
型的建立了人体数字模型，从而显著提高了假肢的穿戴适配性。例如，闫蕾通过采用逆向工程方法构建颈部模型，并利用数字偏差分析对颈部按摩器进行了舒适度评价。罗火静则结合逆向工程与BP神经网络，成功预测了义乳的体积，并解决了义乳形状与切除的乳房不一致导致的穿着不舒适问题。另外，张磊运用逆向工程技术与PROE软件，对人体工程学座椅进行了优化设计，为后续的座椅设计提供了参考依据。国外学者Vijayaragavan利用逆向工程制造了给糖尿病患者佩戴的AFO产品，相较传统方法节省了64%的时间，并有效解决了传统AFO制作周期过长的问题。Sun则运用计算机辅助设计与计算机辅助制造技术，快速制作了脊柱侧凸矫形器，结果表明通过计算机辅助制造的矫形器不仅达到临床效果，还比传统制作方法更快。综上所述，逆向工程技术在矫形器制作方面具有显著优势，能够极大地提高制造效率和穿戴匹配度。,型，精确的建立了人体数字模型，设计的假肢增加了穿戴适配性。闫蕾[54]用逆向工程构建颈部模型，通过数字偏差分析对颈部按摩器进行舒适度评价。罗火静(55)通过逆向工程与 BP 神经网络结合，预测了义乳的体积，解决义乳的形状与切除的乳房不一致产生穿着不舒适等问题。张磊[50运用逆向工程技术结 PROE 对人体工程学座椅进行了设计，为以后的座椅设计提供了参考。国外学者 Vijayaragavan[57]利用逆向工程制作给糖尿病人佩戴的 AFO 产品，节省了 64%的时间，解决了传统 AFO 制作周期过长的问题。Sun[58]运用计算机辅助设计与计算机辅助制造技术快速制作脊柱侧凸矫形器，结果显示通过计算机辅助制造的矫形器达到临床效果，比传统制作方法更快。以上文献表明，通过逆向工程技术制作的矫形器，制造效率与穿戴匹配度得到了极大改善。,医学,Smart Ankle Foot Orthosis Design
第五章重点评估了AFO方案的有效性。首先，通过对AFO轻量化方案的有限元分析进行强度校验，以验证其可行性。接着，利用增材制造技术制作的AFO实物模型进行了穿戴评估。评估过程中结合了模糊评价法的主观评分与矫形器匹配度的客观评分，比较分析结果发现，主观满意度较高的AFO方案对应着最高的用户满意度。,"第五章是对 AFO 方案的评价流程。首先通过对 AFO 轻量化方案的有限元分析, 进行强度校核，验证其可用性;再通过通过增材制造制作 AFO 实物模型，进行穿戴评价。通过模糊评价法主观评分与矫形器匹配度客观评分结合对比，得到主观满意度较高的 AFO 方案为用户满意度最高的方案。",医学,Smart Ankle Foot Orthosis Design
本研究以实现脚踝足矫正器（AFO）的轻量化、提升用户的穿戴满意度以及改善现有AFO的功能性为主要目标。研究中采用数据分析、产品创新方法集成模型、逆向工程技术和拓扑优化法等对AFO设计方法进行了深入研究。通过用户分析和需求集成方法，获取了关键的用户需求及其优先度，有效解决了以往定制化人机产品需求获取的模糊性和不确定性问题。同时，结合TRIZ理论，解决了关键需求之间的冲突，确定了产品的设计方向。通过逆向工程技术，获得了人体小腿加足的数字化模型，并将其应用于AFO方案设计，从而解决了AFO佩戴适配度较低的问题。此外，通过拓扑优化法，实现了在等强度条件下的AFO轻量化。最终，研究通过有限元分析对AFO的强度进行了校核，并结合模糊综合评价法与矫形器匹配指数，实现了对定制化AFO的评测，达到了研究的预期目标。,"研究以实现 AFO 轻量化，提升用户穿戴满意度，改善现有 AFO 功能性为目的。 运用数据分析，产品创新方法集成模型，逆向工程技术，拓扑优化法等对 AFO 设计方法进行研究:通过用户分析与需求集成方法获取关键的用户需求及优先度，解决了以往定制化人机产品需求获取模糊，不确定的问题;再结合 TRIZ 理论，解决关键需求之间的冲突，得到产品设计方向。通过逆向工程获取人体小腿加足的数字化模型，应用到 AFO 方案设计，解决了 AFO 佩戴适配度较低的问题;通过拓扑优化法, 实现了等强度下的 AFO 轻量化。最终，通过有限元分析校核 AFO 强度，结合模糊综合评价法与矫形器匹配指数实现对定制化 AFO 的评测。",医学,Smart Ankle Foot Orthosis Design
"This study employed a mixed-methods approach, incorporating both quantitative and qualitative data collection methods. A questionnaire survey was conducted among stroke patients and neurologists as the primary research population to investigate the current usage of Ankle-Foot Orthosis (AFO) products. The survey aimed to provide valuable insights and references for the future design of customized AFO products. Additionally, in-depth interviews were conducted with rehabilitation engineers to gain a deeper understanding of the disease characteristics, treatment processes, and rehabilitation procedures of stroke patients. This qualitative data collection method was designed to provide design ideas and inspirations for enhancing the functionality of AFO products.",(1) 问卷调查法:脑卒中患者及神经内科医生为主要调研群体，通过发放问卷的形式了解现有 AFO 产品的使用情况，为以后的 AFO 的定制化设计提供参考。通过对康复工程师的深入访谈，了解脑卒中患者的患病特点，治疗过程及康复过程，为改善 AFO 的功能提供设计思路。,医学,Smart Ankle Foot Orthosis Design
本章主要阐述智能AFO轻量化方案的设计实例应用。首先，通过对初步用户需求的调研和采集，我们运用KJ法对产品需求进行了系统性的分类和分析。此后，采用因子分析法对重复、模糊的需求进行了优化和澄清，以确保需求的准确性和有效性。接着，结合分析层次过程（AHP）对需求进行了权重排序，提取出关键用户需求。随后，利用TRIZ理论中的矛盾冲突原理，对关键用户需求中的技术冲突和物理冲突进行了深入分析和解决，进而确定了产品创新方向。  在具体的设计实施中，我们首先采用3D扫描技术获取人体小腿加足的点云数据，并通过逆向工程软件对数据进行预处理，得到小腿加足部的数字化模型。以数字化模型为基础，我们开展了.scheme设计，形成了多个不同的智能AFO方案。最后，我们将AFO基础方案导入Ansys Workbench中进行拓扑优化，获得了AFO轻量化方案。这种方法不仅能够满足用户的需求，也能够实现产品的轻量化和性能的优化。,"第四章是智能 AFO 轻量化方案的设计实例应用。通过调研获取原始用户需求, 经过 KJ 法对产品的需求进行分类，通过因子分析法对重复、模糊的需求进行优化, 结合 AHP 对需求进行权重排序，提取关键用户需求;最后利用 TRIZ 矛盾冲突原理解决关键用户需求中的技术冲突与物理冲突，得出产品创新方向。首先，利用 3D 扫描技术获取人体小腿加足点云数据，通过逆向工程软件对数据预处理，得到小腿加足部数字化模型。以数字化模型为基础开展方案设计，得到不同的智能 AFO 方案。 最后，将 AFO 基础方案导入到 Ansys workbench 中进行拓扑优化，得到 AFO 轻量化方案。",医学,Smart Ankle Foot Orthosis Design
"The KJ method is a problem-solving approach that involves decomposing complex issues into manageable components through the use of divergent thinking. This process enables the collection of diverse opinions, ideas, and perspectives, which are then categorized based on their inherent relationships. By identifying patterns and commonalities within seemingly disparate information, the KJ method facilitates the identification of optimal solutions. This methodology is particularly suited for the initial exploratory phase of product design and has been widely applied in various fields, including product design, statistics, and management science. The implementation steps of the KJ method are illustrated in Figure 2-1.","KJ 法将问题分解，通过发散思维的方式将不同的意见，想法等收集在一起，通过不同信息的内在联系对其分类，在无序的信息中梳理出共性，寻求解决问题的最优方法。该方法适用于产品设计的初期探索阶段，被广泛的应用于产品设计、统计学、管理学等领域,KJ法的实施步骤如图 2-1 所示:",医学,Smart Ankle Foot Orthosis Design
"Initially, it is essential to determine the nature of the problem to be addressed. By analyzing the subordinate relationships among various elements, an AHP (Analytic Hierarchy Process) hierarchical structure can be established. The upper layer of each element serves as the criterion layer, exercising a dominant influence over the elements beneath it. These layers are broadly categorized into three levels: the top-most objective layer, the middle-level criterion layer, and the lower-level solution layer or sub-criterion layer. Each individual element is compared in terms of its weight relative to the elements in the upper layer. This process minimizes mutual interference between elements and enhances the consistency of comparisons, thereby ensuring a more systematic and logical decision-making process under the guidance of the criterion layer.",首先，确定待解决问题的性质，根据各元素的从属关系，构建 AHP 层级。每个元素的上一层次为准则层，准则层对其下的元素有统领的作用。这些层次大致被分为:最上一级的目标层，次一级的准则成，低层的方案层或子准则层。单一元素针对上一层元素进行权重比较。减少两个元素互相干扰，增加比较的一致性，准则层 A - 12 -,医学,Smart Ankle Foot Orthosis Design
"The Analytical Hierarchy Process (AHP) was first introduced by American scholar T.L. Saaty in 1973. This method enables the quantification of subjective judgments, facilitating an objective and quantitative analysis through a systematic and hierarchical approach. A key feature of AHP is its ability to render complex problems more manageable by breaking them down into ordered and hierarchical structures. To achieve this, problems are fragmented into layers, and a multi-level evaluation model is established, as illustrated in Figure 2-2. Experts' opinions are incorporated, and elements at each level are compared pairwise, with their relative importance described numerically. Subsequently, mathematical methods are employed to calculate the weight values of elements at each level. This methodology has been widely applied in various fields, including financial assessment, scientific evaluation, and environmental assessment.",美国学者 T. L. Saaty 于 1973 年提出层次分析法。通过 AHP 可以将主观判断量化，进行客观、定量的系统化与层次化分析方法。AHP 的特点是把复杂的问题变得更有序化和层次化。根据所要达到的目的，把问题分层化解决，建立多层次评价模型如图 2-2 所示，结合专家的意见，把每层次的元素进行两两比较，并用数字对其重要性进行描述，利用数学方法计算每一层次元素的权值[0]。这种方法广泛应用于金融评估，科学评价，环境评估等[70]。,医学,Smart Ankle Foot Orthosis Design
TRIZ 理论体系是一种系统化的创新方法，主要包括六个组成部分：冲突解决原理、技术与需求进化理论、发明问题标准算法、物场分析模型与 76 项标准解法、科学效应与现象知识库以及最终理想解。在本研究中，我们主要应用冲突解决原理这一创新工具，开展定制化 AFO 的创新设计研究。TRIZ 冲突解决原理的核心内容包括 39 个通用工程参数、技术冲突与物理冲突、冲突矩阵、40 项发明原理以及分离原理等。,TRIZ 理论体系包括冲突解决原理、技术与需求进化理论、发明问题标准算法、 物场分析模型与 76 项标准解法、科学效应与现象知识库及最终理想解等六个系统化的创新工具与方法[79]。本研究中应用冲突解决原理这一创新工具，进行定制化 AFO 的创新设计研究。TRIZ 冲突解决原理包含 39个通用工程参数、技术冲突与、冲突矩阵、40 项发明原理、物理冲突与分离原理[70。,医学,Smart Ankle Foot Orthosis Design
"Initially, the actual problems in the design are converted into 39 engineering parameters based on their physical properties. Through analysis, the conflict type is determined. If a physical conflict exists, the separation principle is sought. If a technical conflict exists, the conflict matrix is utilized to obtain the recommended invention principle number. By combining the actual problem with the relevant invention principles, the design direction is ultimately determined. The specific process is illustrated in Figure 2-2.",首先，将设计中的实际问题根据其物理性质转化成 39项工程参数，通过分析确定冲突类型，如果存在物理冲突，查找分离原理。如果存在技术冲突，通过冲突矩阵，获得所推荐发明原理编号。结合实际问题得到相关的发明原理，最终得到设计方向。具体流程如图 2-2 所示。,医学,Smart Ankle Foot Orthosis Design
本研究采用TRIZ冲突解决原理，旨在获得产品创新设计的方向。研究过程如下：首先，通过用户调研，确定AFO存在的具体问题，并且明确待解决的设计问题；其次，将实际问题转化为标准问题，以便于后续分析；最后，根据冲突的类型确定解决原理。如果设计问题属于物理冲突，则通过分离原理推荐相应的发明原理编号；如果设计问题属于技术冲突，则通过冲突矩阵得到推荐的具体发明原理。通过以上步骤，并结合实际问题，最终获得AFO的创新设计方向。,"本研究通过 TRIZ 冲突解决原理获得产品创新设计方向。首先，通过用户调研与 AFO 存在具体问题，得到待解决的设计问题;其次，将实际问题转化为标准问题; 最后，根据冲突类型确定解决原理，设计问题为物理冲突，通过分离原理推荐的发明原理编号，如果设计问题是技术冲突，通过冲突矩阵得到推荐的具体发明原理, 结合实际问题，得到 AFO 创新设计方向。",医学,Smart Ankle Foot Orthosis Design
结构优化设计是在20世纪60年代，随着计算机技术和有限元方法的迅速发展而兴起的。这一领域继承了传统优化的优势，同时能够在满足基本设计参数的需求下，最大限度地节约材料和设计成本。结构优化可以划分为三个主要部分：尺寸优化、形状优化和拓扑优化。其中，拓扑优化在决定轻量化产品的性能方面发挥着关键作用，因而在产品设计中具有很高的研究价值。如图2-3所示，拓扑优化过程是结构优化设计中的一个重要环节。,"结构优化设计是上世纪六十年代随着计算机技术和有限元方法迅速发展起来的，它继承了传统优化的优点，又可以在满足基本设计参数的需求上，最大的节约材料和设计成本[79]。结构优化由尺寸优化(Size Optimization)、形状优化(Shape Optimization)和拓扑优化(Topology Optimization)三个部分组成[80]。拓扑优化决定着轻量化产品的性能，所以在产品设计中拓扑优化的研究价值很高Q1,拓扑优化过程如图 2-3 所示。",医学,Smart Ankle Foot Orthosis Design
"The homogenization method is a classical topology optimization technique that operates on the principle of introducing a microscopic structure, comprising voids, solids, and perforations, into each point of the design domain. As illustrated in Figure 2-4, this microscopic structure exhibits a predetermined functional relationship between the material properties. By parameterizing the shape and size of these microscopic structures as design variables, and leveraging the functional relationship between the microstructure and the actual structural material, the method iteratively computes the optimal structure. Ultimately, this approach enables the determination of an optimized design that satisfies the specified performance criteria.","均匀化方法是一种经典拓扑优化方法，其主要思想是在待优化的设计区域内, 把每一处的结构单元都引入由孔洞、实体和开孔组成的微型结构，如图 2-4 所示，这种微型结构材料之间有确定的函数关系，然后将这些微型结构的形状和尺寸作为设计变量，根据微结构和实际结构材料之间的函数关系，对结构进行迭代计算，最终",医学,Smart Ankle Foot Orthosis Design
